dataset,domain,method,seed,role,eval_dir,eval_json,prediction_image_ids,config,status,mAP50,eval_mAP50,problems,n_predictions,n_post_nms_detections,checkpoint,source_id,gpu_provenance,eval_status,class_ap,predictions,pred_count,training_code_sha,evaluation_code_sha,recorded_training_code_sha,effective_training_code_sha,actual_source_producer_sha,producer_metadata_status,producer_metadata_correction,historical_mAP50,historical_file
RSAR,point_target,B,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/eval_full_point_target_student_ids_v1/eval_20260908_125936.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.27841219305992126,0.27841219305992126,[],8538,164810,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/B/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,B,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/eval_full_point_target_student_ids_v1/eval_20260908_131314.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.27050450444221497,0.27050450444221497,[],8538,291799,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/B/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,C,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/eval_full_point_target_student_ids_v1/eval_20260908_124952.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.3081357181072235,0.3081357181072235,[],8538,464319,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/C/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,C,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/eval_full_point_target_student_ids_v1/eval_20260908_130313.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.31895217299461365,0.31895217299461365,[],8538,87660,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/C/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,C,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/eval_full_point_target_student_ids_v1/eval_20260908_131353.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.33199551701545715,0.33199551701545715,[],8538,122089,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/C/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,D,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/eval_full_point_target_student_ids_v1/eval_20260908_125309.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.2748311161994934,0.2748311161994934,[],8538,22318,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/D/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,D,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/eval_full_point_target_student_ids_v1/eval_20260908_130427.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.30788615345954895,0.30788615345954895,[],8538,22644,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/D/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,D,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/eval_full_point_target_student_ids_v1/eval_20260908_131821.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.3511497676372528,0.3511497676372528,[],8538,32038,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/D/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,E,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/eval_20260908_125446.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.2591160833835602,0.2591160833835602,[],8538,261082,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,E,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/eval_20260908_130813.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.215757355093956,0.215757355093956,[],8538,179750,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,E,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/eval_20260908_131852.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.27226629853248596,0.27226629853248596,[],8538,198503,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/E/ddp2/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,F,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/eval_20260908_125806.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.26311439275741577,0.26311439275741577,[],8538,56145,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_42/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,F,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/eval_20260908_130910.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.27486833930015564,0.27486833930015564,[],8538,29024,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_43/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,point_target,F,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/eval_20260908_132308.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.28217947483062744,0.28217947483062744,[],8538,64411,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/point_target/seed_44/0f98a48/methods/F/ddp2/eval_full_point_target_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,noise_suppression,A,42,source,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1/eval_20260907_142227.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.16340675950050354,0.16340675950050354,[],8538,54520,/mnt/shared/zechuan/iraod_artifacts/rsar_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/train/epoch_100.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,b474aaa5f7718746215ce13beceb071617bb823e,b474aaa5f7718746215ce13beceb071617bb823e,source_producer_corrected_in_report,"{""dataset"": ""RSAR"", ""domain"": ""noise_suppression"", ""method"": ""A"", ""seed"": 42, ""role"": ""source"", ""field"": ""training_code_sha"", ""recorded"": ""0f98a48b539f9260055fc305784ffbc924f50451"", ""actual"": ""b474aaa5f7718746215ce13beceb071617bb823e"", ""source_checkpoint"": ""/mnt/shared/zechuan/iraod_artifacts/rsar_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/train/epoch_100.pth"", ""source_weights_sha256"": ""e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c"", ""source_record"": ""/mnt/shared/zechuan/iraod_artifacts/rsar_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/git_commit.txt"", ""source_record_snapshot"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/input/source_records/RSAR_producer_git_commit.txt"", ""sidecar"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/noise_suppression/seed_42/0f98a48/methods/A/eval_full_noise_suppression_ids_v1/predictions.pkl.image_ids.json"", ""sidecar_modified"": false, ""scope"": ""producer metadata only; weights, predictions, IDs and mAP unchanged""}",0.16340675950050354,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/integration_code_84a1aeb/results/paper_comparison/historical/seed42/raw_results.csv
